BPM,Energy,Danceability,Loudness,Liveness,Valence,Length,Acousticness,Speechiness,Popularity,is_recent,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6
100,76,51,-7,14,35,220,1,7,51,1,0,1,0,0,0,0,0
96,35,51,-9,59,51,172,67,15,71,1,0,0,0,1,0,0,0
175,45,42,-13,10,17,219,64,4,73,0,0,1,0,0,0,0,0
103,48,40,-8,16,65,230,35,3,68,0,0,0,0,0,0,0,1
93,46,81,-13,15,74,191,78,3,70,0,0,1,0,0,0,0,0
126,86,67,-5,10,80,268,18,3,81,0,1,0,0,0,0,0,0
110,76,50,-6,9,33,287,7,3,53,1,0,1,0,0,0,0,0
127,92,63,-5,11,36,290,12,5,65,0,1,0,0,0,0,0,0
81,61,58,-10,11,46,278,16,6,53,0,0,1,0,0,0,0,0
125,92,64,-6,33,72,234,0,4,67,0,1,0,0,0,0,0,0
145,91,55,-5,35,64,180,1,7,33,1,0,0,0,1,0,0,0
111,66,87,-7,14,32,269,4,8,72,1,0,0,1,0,0,0,0
171,50,36,-6,16,39,254,0,3,13,1,0,0,0,1,0,0,0
133,36,59,-14,6,50,217,48,4,75,0,0,0,0,0,1,0,0
97,73,50,-6,20,24,231,2,3,47,1,0,0,0,1,0,0,0
172,60,53,-10,7,71,271,31,3,43,0,0,1,0,0,0,0,0
136,86,72,-8,13,93,223,4,3,77,0,0,1,0,0,0,0,0
99,57,56,-12,12,58,251,36,3,56,0,0,1,0,0,0,0,0
105,83,54,-9,15,56,515,0,4,67,0,1,0,0,0,0,0,0
99,46,54,-9,14,14,247,0,2,45,1,1,0,0,0,0,0,0
89,72,60,-5,11,55,216,8,3,77,0,1,0,0,0,0,0,0
116,83,52,-4,8,48,331,0,4,62,1,0,0,0,0,0,1,0
161,26,54,-16,8,36,394,83,5,45,0,0,1,0,0,0,0,0
81,41,66,-9,16,37,386,60,3,43,1,0,0,0,0,0,1,0
156,41,45,-11,12,32,245,74,3,51,0,1,0,0,0,0,0,0
77,13,44,-19,18,13,239,81,4,51,0,0,0,0,0,0,1,0
94,18,56,-13,7,25,223,81,3,34,1,0,0,0,1,0,0,0
115,70,68,-13,5,69,237,33,4,61,0,0,1,0,0,0,0,0
142,51,60,-10,11,35,218,5,4,67,1,0,1,0,0,0,0,0
112,67,50,-6,22,48,179,5,3,53,0,0,0,0,0,0,1,0
132,7,19,-24,11,4,148,95,4,38,0,0,0,1,0,0,0,0
152,67,55,-9,5,48,270,1,5,78,0,0,1,0,0,0,0,0
122,98,71,-7,76,58,255,3,5,51,0,0,1,0,0,0,0,0
101,69,62,-7,6,56,208,28,3,47,1,0,0,0,1,0,0,0
115,67,72,-12,5,65,231,6,4,43,1,0,1,0,0,0,0,0
76,57,46,-4,11,10,239,58,3,71,1,0,0,0,0,0,1,0
83,75,39,-7,14,27,215,78,4,57,0,0,0,0,0,0,1,0
196,93,31,-6,11,38,280,2,13,62,0,0,0,1,0,0,0,0
114,39,63,-10,10,65,182,41,4,45,0,0,0,0,0,0,0,1
72,21,46,-11,11,26,266,91,3,42,1,0,0,0,0,0,1,0
119,73,87,-8,8,63,379,14,8,68,0,0,0,1,0,0,0,0
124,78,53,-6,16,64,247,0,5,85,1,0,0,1,0,0,0,0
111,53,35,-9,8,47,256,58,3,56,0,0,0,1,0,0,0,0
114,85,88,-5,14,54,298,5,15,72,0,0,0,0,0,0,1,0
170,64,73,-6,6,65,202,5,14,83,1,0,1,0,0,0,0,0
81,20,37,-14,30,14,205,71,4,47,0,0,0,0,0,0,1,0
123,80,46,-3,8,51,255,0,6,78,0,1,0,0,0,0,0,0
126,80,63,-8,40,87,232,20,3,69,0,0,1,0,0,0,0,0
116,81,73,-7,6,25,232,3,8,55,1,0,0,0,0,0,1,0
176,47,35,-14,77,56,312,77,20,40,0,0,0,0,1,0,0,0
79,35,62,-14,9,66,206,46,3,46,0,0,0,0,1,0,0,0
145,44,42,-9,14,30,230,22,3,58,0,1,0,0,0,0,0,0
91,38,25,-14,11,51,213,14,3,60,0,0,0,0,0,1,0,0
93,38,49,-12,10,53,150,83,3,65,0,0,1,0,0,0,0,0
178,80,66,-5,7,84,229,20,15,80,1,0,0,1,0,0,0,0
116,83,64,-6,19,31,263,57,5,48,0,0,1,0,0,0,0,0
67,12,16,-18,16,24,195,88,4,56,0,0,0,0,0,1,0,0
118,39,47,-14,14,55,241,64,3,63,0,0,1,0,0,0,0,0
180,66,50,-9,21,89,240,33,4,80,1,0,1,0,0,0,0,0
134,23,35,-10,38,18,221,90,3,67,0,0,0,0,0,1,0,0
117,38,49,-11,41,71,261,4,3,72,0,0,0,0,0,1,0,0
146,44,56,-7,11,21,310,73,2,84,1,0,0,1,0,0,0,0
153,74,45,-10,23,94,201,2,6,40,0,0,0,0,1,0,0,0
121,67,60,-7,26,56,264,62,3,60,0,0,1,0,0,0,0,0
129,72,60,-8,8,56,308,50,4,43,0,0,1,0,0,0,0,0
174,38,44,-11,10,19,263,36,3,37,0,0,0,0,1,0,0,0
124,86,79,-3,8,59,215,4,11,86,1,0,0,0,0,0,1,0
174,54,65,-13,19,90,255,12,3,58,0,0,1,0,0,0,0,0
119,26,46,-8,11,23,221,92,4,46,1,0,0,0,0,0,1,0
132,33,30,-10,6,39,218,76,3,64,0,0,0,0,0,0,0,1
100,29,40,-14,11,34,182,94,3,78,0,0,0,0,0,1,0,0
103,63,48,-7,12,16,671,39,3,59,1,0,0,0,0,0,1,0
99,68,37,-9,9,34,368,1,3,41,0,0,1,0,0,0,0,0
81,42,15,-12,21,17,273,43,3,69,0,0,1,0,0,0,0,0
135,94,59,-5,7,83,224,2,4,73,0,0,1,0,0,0,0,0
206,89,38,-9,3,80,247,3,4,67,0,1,0,0,0,0,0,0
171,75,56,-8,15,35,240,27,31,69,1,0,0,1,0,0,0,0
127,86,54,-6,25,29,299,25,4,66,0,0,0,0,0,0,1,0
135,72,76,-8,95,51,280,5,24,47,1,0,0,0,1,0,0,0
175,66,39,-6,6,46,274,28,3,50,0,0,1,0,0,0,0,0
98,62,60,-7,8,5,265,0,3,45,0,0,0,1,0,0,0,0
92,73,67,-7,19,89,253,23,4,72,0,0,0,0,0,0,1,0
135,75,73,-10,20,64,179,9,3,60,0,0,0,1,0,0,0,0
126,83,60,-7,34,35,339,3,4,58,1,0,0,1,0,0,0,0
120,56,41,-11,16,16,311,1,3,63,1,0,0,1,0,0,0,0
80,33,49,-12,33,14,233,1,3,58,0,0,1,0,0,0,0,0
91,30,28,-13,12,26,210,88,3,27,1,0,0,0,1,0,0,0
131,50,42,-13,20,66,254,48,3,39,0,1,0,0,0,0,0,0
123,36,30,-9,10,15,240,81,3,58,0,0,1,0,0,0,0,0
95,79,36,-8,91,30,167,16,4,26,1,0,0,0,0,0,1,0
117,29,58,-13,11,67,162,65,3,67,0,0,0,0,0,0,0,1
123,59,76,-10,61,33,189,49,6,65,0,0,0,0,0,0,0,1
116,62,49,-7,13,8,269,2,3,51,1,1,0,0,0,0,0,0
105,46,52,-16,78,89,218,93,5,18,1,0,0,1,0,0,0,0
164,54,78,-6,22,68,274,3,6,48,1,0,0,0,0,0,1,0
98,68,62,-6,8,41,190,35,2,59,1,0,0,0,1,0,0,0
112,52,46,-9,28,35,256,65,3,45,0,0,0,0,1,0,0,0
104,44,29,-7,8,16,207,79,3,44,1,0,0,0,0,0,1,0
133,20,34,-14,34,7,287,13,3,56,1,0,0,0,0,0,1,0
82,77,56,-10,12,43,261,12,3,73,0,0,1,0,0,0,0,0
127,93,42,-4,13,29,210,0,12,80,1,1,0,0,0,0,0,0
123,55,55,-11,18,42,242,85,4,36,1,0,1,0,0,0,0,0
145,43,41,-11,15,28,377,38,3,79,0,0,1,0,0,0,0,0
136,83,51,-8,12,74,513,4,8,69,0,0,1,0,0,0,0,0
82,38,68,-10,10,23,337,42,3,50,0,0,0,0,0,0,1,0
100,73,39,-8,10,62,272,0,3,60,0,0,1,0,0,0,0,0
140,24,70,-13,9,66,158,63,5,65,0,0,0,0,0,0,0,1
133,49,52,-12,14,47,201,10,3,68,0,0,1,0,0,0,0,0
102,71,71,-6,13,54,257,6,3,74,1,0,0,0,0,0,1,0
197,71,31,-9,26,67,151,0,10,34,0,0,0,0,1,0,0,0
123,51,65,-17,16,83,252,69,5,77,0,0,1,0,0,0,0,0
155,54,27,-7,10,33,285,49,3,54,1,0,0,0,0,0,1,0
79,73,50,-6,31,45,200,14,3,30,1,0,0,0,1,0,0,0
100,68,51,-8,8,79,185,36,4,58,0,0,1,0,0,0,0,0
101,84,60,-13,6,64,324,4,4,57,0,0,0,1,0,0,0,0
115,61,37,-7,10,19,251,1,4,66,1,0,1,0,0,0,0,0
136,92,47,-4,26,54,235,0,4,74,0,1,0,0,0,0,0,0
81,86,44,-8,24,75,295,40,9,73,0,0,1,0,0,0,0,0
115,91,63,-7,23,81,287,4,4,56,0,0,1,0,0,0,0,0
87,65,66,-4,6,37,203,12,5,73,1,0,0,0,0,0,1,0
145,97,71,-5,36,90,288,8,5,73,0,0,1,0,0,0,0,0
130,44,72,-9,9,32,243,58,3,72,1,0,0,0,0,0,1,0
83,67,43,-6,10,61,181,6,8,55,0,0,1,0,0,0,0,0
143,40,44,-8,11,41,243,63,3,79,0,0,0,0,0,0,0,1
79,36,53,-7,9,40,238,53,2,70,1,0,1,0,0,0,0,0
157,30,53,-14,11,68,201,94,3,71,1,0,0,0,0,1,0,0
115,70,73,-8,6,41,252,0,3,52,1,0,0,0,0,0,1,0
81,65,50,-7,33,57,273,22,4,64,1,0,0,1,0,0,0,0
95,85,60,-8,63,64,191,1,3,38,0,0,0,0,1,0,0,0
149,30,33,-7,11,14,243,78,3,67,1,0,0,0,0,0,1,0
100,80,79,-6,11,27,319,43,4,64,0,0,0,0,0,0,1,0
94,13,69,-14,6,37,138,75,3,74,0,0,0,0,0,0,0,1
160,61,43,-8,6,37,391,2,3,66,0,0,1,0,0,0,0,0
99,67,69,-6,12,71,255,20,5,61,0,0,0,1,0,0,0,0
87,93,50,-3,37,68,217,3,8,39,1,0,0,0,1,0,0,0
92,46,61,-14,7,81,244,71,5,76,0,0,1,0,0,0,0,0
102,37,82,-13,8,29,217,17,8,69,0,0,1,0,0,0,0,0
125,70,63,-11,12,80,232,19,3,45,0,0,0,1,0,0,0,0
130,82,55,-7,6,77,240,7,3,57,0,0,1,0,0,0,0,0
109,59,41,-5,28,56,204,55,3,68,1,0,0,0,0,1,0,0
82,36,28,-12,25,36,172,65,3,30,1,0,0,0,1,0,0,0
90,39,53,-8,9,16,217,65,3,75,1,0,0,1,0,0,0,0
111,87,60,-5,11,44,215,3,3,30,1,0,0,1,0,0,0,0
103,75,35,-7,65,32,443,0,4,66,0,0,1,0,0,0,0,0
89,57,53,-10,13,49,182,72,6,49,1,0,0,0,1,0,0,0
107,71,85,-6,17,82,215,1,8,74,0,0,0,1,0,0,0,0
117,93,52,-7,82,31,244,39,10,49,0,0,1,0,0,0,0,0
100,78,60,-6,11,42,256,1,3,62,1,0,0,1,0,0,0,0
98,62,66,-9,7,66,256,51,3,35,1,0,0,0,0,0,1,0
139,60,54,-10,13,25,387,1,3,65,0,1,0,0,0,0,0,0
117,65,92,-3,4,85,294,2,4,81,0,0,0,0,0,0,1,0
145,56,60,-7,5,33,207,0,6,47,1,0,0,0,1,0,0,0
110,85,78,-4,12,62,250,5,7,75,1,0,0,1,0,0,0,0
129,59,93,-12,11,96,219,43,5,41,1,0,0,0,1,0,0,0
137,69,49,-11,28,56,489,25,4,43,0,0,1,0,0,0,0,0
83,43,48,-6,15,61,157,69,2,67,0,0,0,0,0,1,0,0
94,46,56,-7,21,45,270,38,2,49,0,1,0,0,0,0,0,0
149,94,53,-6,19,50,241,1,4,77,0,0,1,0,0,0,0,0
123,54,45,-9,9,13,244,70,4,58,1,0,1,0,0,0,0,0
120,34,82,-16,50,79,254,14,4,59,0,0,1,0,0,0,0,0
102,88,54,-6,53,59,214,2,3,34,1,0,0,0,1,0,0,0
119,47,70,-9,32,76,130,69,4,70,0,0,1,0,0,0,0,0
114,93,41,-5,60,39,163,34,10,32,1,0,1,0,0,0,0,0
124,85,62,-6,24,64,215,12,3,43,1,0,0,0,1,0,0,0
95,66,56,-8,14,96,119,65,6,62,0,0,0,0,0,1,0,0
128,87,55,-4,22,19,322,3,4,59,0,1,0,0,0,0,0,0
114,89,59,-6,51,70,312,1,3,53,1,0,0,1,0,0,0,0
134,36,67,-9,8,29,242,57,3,76,1,0,0,1,0,0,0,0
105,52,77,-4,13,39,217,18,3,85,1,0,0,0,0,0,1,0
86,22,54,-18,11,31,189,74,4,51,0,0,1,0,0,0,0,0
118,62,48,-10,14,19,320,6,3,43,0,0,1,0,0,0,0,0
160,61,28,-8,11,16,290,28,4,54,0,0,1,0,0,0,0,0
144,44,47,-11,32,31,281,60,4,52,1,0,1,0,0,0,0,0
143,83,54,-6,17,71,178,11,3,54,0,0,1,0,0,0,0,0
125,92,52,-7,2,73,234,2,5,34,1,0,1,0,0,0,0,0
142,18,44,-16,24,35,358,84,3,40,0,0,0,1,0,0,0,0
105,36,63,-9,13,67,245,11,3,77,0,0,0,0,0,1,0,0
77,56,66,-9,6,62,294,40,3,46,0,0,0,1,0,0,0,0
100,61,70,-6,8,22,189,22,4,84,1,0,1,0,0,0,0,0
150,59,44,-7,10,25,266,15,3,50,0,0,0,0,0,0,1,0
79,27,19,-9,13,10,263,86,4,74,1,1,0,0,0,0,0,0
121,66,60,-6,12,29,245,23,5,80,1,0,0,1,0,0,0,0
133,50,49,-10,16,83,148,74,3,56,0,0,0,0,0,1,0,0
97,69,67,-6,17,28,186,5,3,60,0,0,1,0,0,0,0,0
167,64,31,-9,37,31,306,2,3,80,0,0,1,0,0,0,0,0
94,45,36,-10,28,14,271,6,2,69,0,0,1,0,0,0,0,0
143,74,71,-8,10,64,231,26,4,66,1,0,1,0,0,0,0,0
127,47,76,-7,10,77,157,54,4,33,1,0,1,0,0,0,0,0
139,77,53,-7,6,86,139,0,5,42,1,0,0,0,0,0,1,0
116,67,65,-11,13,59,254,5,4,50,0,0,1,0,0,0,0,0
49,37,39,-11,8,51,293,21,3,78,1,0,0,1,0,0,0,0
117,85,28,-8,6,44,559,1,5,71,0,0,1,0,0,0,0,0
109,51,74,-16,14,90,210,2,3,54,0,0,0,0,0,1,0,0
127,79,77,-10,5,96,266,2,3,74,0,1,0,0,0,0,0,0
135,58,69,-11,12,94,302,29,3,71,0,0,1,0,0,0,0,0
120,49,75,-10,22,53,293,2,4,64,0,0,0,1,0,0,0,0
181,59,56,-9,20,68,306,32,3,57,1,0,1,0,0,0,0,0
127,79,46,-7,8,52,295,55,4,59,0,0,0,1,0,0,0,0
73,73,21,-6,30,17,393,18,6,49,0,0,1,0,0,0,0,0
119,53,47,-10,18,77,174,0,3,57,0,0,1,0,0,0,0,0
100,80,59,-7,9,32,220,50,7,38,1,0,0,1,0,0,0,0
159,67,43,-6,14,38,394,9,3,45,1,0,0,1,0,0,0,0
131,82,60,-14,13,74,205,12,4,57,0,0,1,0,0,0,0,0
166,75,70,-9,19,91,195,13,10,48,1,0,0,0,1,0,0,0
152,81,32,-7,15,12,202,8,5,40,1,0,1,0,0,0,0,0
106,54,76,-10,6,96,193,79,5,64,0,0,0,0,0,1,0,0
77,76,60,-7,35,72,163,71,4,66,0,0,1,0,0,0,0,0
110,87,51,-5,33,43,233,1,5,43,1,0,0,0,1,0,0,0
160,82,65,-5,9,96,233,22,18,80,1,0,0,0,0,0,1,0
120,75,62,-5,9,56,221,64,5,65,1,0,0,0,0,0,0,1
108,75,62,-6,11,83,226,41,3,57,1,0,0,0,1,0,0,0
110,53,52,-14,5,35,252,7,3,34,0,0,1,0,0,0,0,0
127,10,34,-16,10,26,205,81,3,41,0,1,0,0,0,0,0,0
131,37,53,-13,6,25,394,8,3,64,0,0,1,0,0,0,0,0
122,72,40,-9,5,48,258,0,6,71,0,1,0,0,0,0,0,0
95,91,92,-2,9,31,162,3,27,70,0,0,0,1,0,0,0,0
106,58,76,-13,6,94,310,1,5,68,0,0,0,1,0,0,0,0
193,58,43,-5,19,27,193,4,30,70,1,0,0,0,0,0,1,0
128,93,52,-5,11,20,233,0,9,53,1,0,0,1,0,0,0,0
95,26,47,-11,12,27,232,82,4,55,1,0,0,0,1,0,0,0
95,42,50,-12,20,22,242,88,3,41,1,0,0,1,0,0,0,0
104,29,71,-16,13,19,297,31,4,77,0,0,0,1,0,0,0,0
92,57,26,-8,11,15,319,4,3,47,1,0,0,0,1,0,0,0
140,90,23,-7,96,49,239,0,6,42,0,0,1,0,0,0,0,0
104,92,66,-6,61,46,229,38,17,30,1,0,0,0,1,0,0,0
79,60,56,-7,38,44,210,18,3,58,1,0,0,1,0,0,0,0
115,46,83,-10,70,88,331,48,6,43,1,0,1,0,0,0,0,0
122,87,64,-3,29,45,185,49,12,72,1,0,0,0,0,0,0,1
90,75,42,-10,17,79,146,20,5,72,0,0,1,0,0,0,0,0
132,48,69,-12,9,90,235,38,3,65,0,0,1,0,0,0,0,0
132,55,85,-5,8,81,219,15,4,74,1,0,1,0,0,0,0,0
135,72,27,-10,84,34,455,2,6,35,0,0,0,1,0,0,0,0
174,13,50,-13,10,28,256,88,6,29,1,0,0,0,0,0,1,0
93,41,67,-12,11,36,215,65,5,60,1,0,0,0,1,0,0,0
89,65,87,-5,28,67,305,30,29,76,0,0,0,1,0,0,0,0
104,88,80,-7,14,82,281,19,4,70,0,0,0,0,0,0,1,0
83,88,56,-9,38,67,408,38,6,45,0,0,1,0,0,0,0,0
152,60,32,-6,25,18,240,11,3,30,1,0,0,0,0,0,1,0
120,47,46,-10,44,64,149,51,3,62,0,0,1,0,0,0,0,0
176,26,31,-19,7,19,423,15,3,22,0,0,1,0,0,0,0,0
112,65,81,-7,15,81,229,35,6,57,1,0,0,0,1,0,0,0
172,76,45,-5,10,54,224,0,3,78,1,1,0,0,0,0,0,0
82,40,65,-15,7,86,237,48,4,59,0,0,0,1,0,0,0,0
172,14,39,-17,10,26,226,79,4,69,0,0,0,0,0,0,1,0
181,39,36,-14,12,50,218,75,3,61,0,0,0,0,0,1,0,0
85,32,52,-11,12,27,212,70,3,51,1,0,0,0,0,0,0,1
124,46,53,-10,20,22,291,8,3,32,1,0,0,0,1,0,0,0
146,94,27,-4,12,61,270,1,10,73,0,0,1,0,0,0,0,0
76,52,73,-10,7,95,173,8,32,74,0,0,0,1,0,0,0,0
133,80,52,-6,61,63,257,0,3,58,0,0,1,0,0,0,0,0
136,97,41,-4,11,35,218,0,5,53,1,0,1,0,0,0,0,0
81,50,69,-7,26,47,122,68,12,70,0,0,1,0,0,0,0,0
109,5,44,-16,11,31,162,88,4,49,1,0,0,0,0,1,0,0
81,55,55,-10,7,29,285,5,3,47,0,0,0,1,0,0,0,0
117,54,59,-11,31,59,302,18,3,66,0,0,1,0,0,0,0,0
115,57,59,-10,9,47,434,36,4,59,0,0,0,1,0,0,0,0
129,57,61,-11,7,54,350,56,4,72,0,0,0,0,0,1,0,0
137,96,37,-5,12,21,366,0,14,69,1,0,1,0,0,0,0,0
85,58,50,-11,14,30,279,11,3,40,1,0,0,0,0,0,1,0
169,88,35,-5,12,41,202,3,20,57,1,0,1,0,0,0,0,0
83,42,47,-10,5,50,239,52,3,66,0,0,1,0,0,0,0,0
80,97,73,-2,18,97,235,10,7,79,1,0,0,1,0,0,0,0
117,35,72,-11,11,64,197,20,4,71,0,0,0,1,0,0,0,0
75,19,49,-16,22,21,248,72,4,31,0,0,1,0,0,0,0,0
106,84,46,-7,78,71,228,0,3,59,0,0,1,0,0,0,0,0
112,42,82,-13,8,52,276,56,3,67,0,0,1,0,0,0,0,0
138,45,49,-12,18,13,254,31,3,62,0,1,0,0,0,0,0,0
106,68,38,-9,18,65,136,6,3,63,1,0,0,0,0,0,0,1
108,44,50,-10,13,71,169,67,3,57,0,0,0,0,0,1,0,0
174,92,55,-11,99,11,332,1,7,37,1,0,0,1,0,0,0,0
177,37,43,-12,11,65,125,18,4,69,0,0,0,0,0,0,0,1
150,80,29,-5,36,12,448,47,4,63,0,0,0,1,0,0,0,0
125,64,55,-7,22,15,268,1,3,78,1,0,0,1,0,0,0,0
111,53,69,-10,28,78,156,19,3,58,0,0,0,1,0,0,0,0
121,36,57,-10,17,9,236,51,3,55,0,0,0,0,1,0,0,0
119,70,67,-8,20,66,314,42,3,67,0,1,0,0,0,0,0,0
123,92,51,-3,21,46,319,1,6,59,0,0,0,1,0,0,0,0
127,33,79,-13,19,53,231,60,6,67,1,0,0,1,0,0,0,0
116,87,55,-5,46,61,303,0,3,66,1,1,0,0,0,0,0,0
110,86,77,-6,16,89,173,10,3,80,0,0,0,0,0,0,1,0
142,75,50,-6,35,30,197,1,4,44,1,0,0,0,0,0,1,0
86,61,51,-5,8,23,295,0,2,12,1,0,0,0,0,0,1,0
95,73,53,-8,10,76,140,19,3,73,0,0,0,0,0,0,0,1
116,33,53,-10,11,11,526,69,5,73,1,0,0,0,0,0,1,0
90,40,62,-10,15,35,254,9,2,57,0,0,0,0,0,0,1,0
180,66,51,-7,12,46,228,3,4,79,1,0,0,0,0,0,1,0
147,68,40,-6,68,60,212,18,3,47,1,0,1,0,0,0,0,0
119,84,63,-6,10,88,663,8,5,47,0,0,1,0,0,0,0,0
131,72,64,-7,14,80,213,1,4,67,1,0,0,0,0,1,0,0
78,40,54,-8,11,17,220,66,4,32,1,0,0,0,1,0,0,0
125,88,60,-6,11,58,468,0,4,76,1,0,0,1,0,0,0,0
162,33,56,-11,11,30,236,90,3,67,1,0,0,1,0,0,0,0
115,55,54,-7,12,48,237,53,4,64,1,0,0,0,0,1,0,0
146,34,51,-13,21,27,301,0,5,64,0,0,1,0,0,0,0,0
150,81,49,-5,12,25,252,4,8,69,1,0,0,0,0,0,1,0
98,42,52,-13,7,31,330,58,3,55,0,0,1,0,0,0,0,0
99,19,65,-14,13,23,231,98,3,48,1,0,0,0,0,0,1,0
135,77,47,-7,11,9,347,6,5,63,1,0,1,0,0,0,0,0
173,96,43,-4,3,37,269,0,4,76,1,1,0,0,0,0,0,0
65,33,31,-9,14,67,208,5,3,69,0,0,0,0,0,0,0,1
96,32,61,-15,14,29,209,63,5,55,0,0,0,0,1,0,0,0
104,56,43,-7,13,28,235,2,3,74,0,0,0,0,0,1,0,0
141,92,58,-5,20,77,177,0,6,40,1,0,0,0,0,0,1,0
95,72,48,-7,19,56,370,73,3,71,0,0,1,0,0,0,0,0
93,57,58,-8,8,37,235,25,2,57,0,0,1,0,0,0,0,0
82,52,48,-16,12,90,215,2,3,44,0,0,0,0,1,0,0,0
131,22,46,-10,11,15,243,90,3,41,1,0,0,1,0,0,0,0
126,69,64,-16,28,46,275,21,5,74,0,0,1,0,0,0,0,0
174,26,45,-13,7,60,324,54,4,65,0,0,0,1,0,0,0,0
162,62,32,-6,60,36,308,3,3,40,1,0,1,0,0,0,0,0
128,84,49,-5,35,56,198,0,4,63,0,1,0,0,0,0,0,0
95,88,62,-5,7,86,184,27,3,41,1,0,0,1,0,0,0,0
103,64,62,-7,16,45,247,5,3,84,1,0,0,1,0,0,0,0
180,95,44,-8,39,36,258,3,6,52,0,0,1,0,0,0,0,0
79,44,22,-9,12,13,419,50,4,52,0,0,1,0,0,0,0,0
139,88,64,-4,36,74,242,8,3,70,1,0,0,1,0,0,0,0
112,50,74,-8,19,66,348,18,4,66,0,0,1,0,0,0,0,0
89,34,71,-7,16,49,241,79,3,50,1,0,0,1,0,0,0,0
179,36,53,-11,24,17,452,28,4,36,0,0,1,0,0,0,0,0
76,66,22,-10,47,32,344,2,5,50,0,0,1,0,0,0,0,0
132,49,72,-12,11,97,216,73,4,39,0,0,0,1,0,0,0,0
116,62,80,-13,32,64,199,2,5,60,0,0,0,1,0,0,0,0
174,78,68,-6,8,87,270,3,8,47,1,0,0,0,0,0,1,0
92,80,53,-8,4,94,269,0,3,59,0,0,1,0,0,0,0,0
96,38,54,-7,8,39,204,52,3,49,1,0,1,0,0,0,0,0
175,72,31,-6,12,41,200,5,3,71,0,0,1,0,0,0,0,0
121,38,76,-15,5,99,224,28,4,69,0,0,1,0,0,0,0,0
123,38,44,-15,5,22,236,64,4,71,0,0,1,0,0,0,0,0
99,69,60,-11,33,76,206,2,3,46,0,0,1,0,0,0,0,0
118,82,67,-9,5,78,629,3,8,59,1,0,0,1,0,0,0,0
171,48,26,-8,11,7,319,4,3,62,1,0,0,1,0,0,0,0
108,68,61,-4,13,47,242,0,3,75,1,0,0,0,0,0,0,1
109,78,45,-9,34,51,252,44,4,55,0,0,1,0,0,0,0,0
146,73,44,-12,24,54,213,26,10,67,0,0,1,0,0,0,0,0
167,47,30,-13,34,58,228,69,5,58,0,0,0,0,0,0,1,0
172,94,46,-7,12,80,252,44,11,61,0,0,1,0,0,0,0,0
159,54,58,-8,8,55,259,5,3,48,0,0,1,0,0,0,0,0
104,41,79,-15,14,39,169,41,5,59,0,0,0,1,0,0,0,0
68,51,33,-9,37,29,215,40,6,53,0,0,0,1,0,0,0,0
140,51,44,-8,13,25,245,12,3,40,1,0,0,0,1,0,0,0
183,50,45,-7,11,21,266,25,3,26,1,0,0,0,1,0,0,0
132,53,58,-7,31,22,288,68,3,72,0,0,0,0,0,0,0,1
102,72,50,-9,8,18,387,1,4,57,0,0,1,0,0,0,0,0
85,94,44,-3,9,78,182,0,6,79,0,0,1,0,0,0,0,0
73,18,26,-10,12,11,319,84,3,57,1,0,0,1,0,0,0,0
103,88,76,-9,22,95,175,36,4,73,0,0,1,0,0,0,0,0
190,53,26,-6,5,45,213,39,4,41,1,0,0,1,0,0,0,0
140,49,57,-11,17,73,179,2,5,20,1,0,0,0,1,0,0,0
82,34,34,-12,12,20,483,58,3,79,0,0,1,0,0,0,0,0
